order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD00004202,1,boleto,1,415.07
ORD00004203,1,credit_card,3,1175.25
ORD00004204,1,credit_card,10,1132.83
ORD00004205,1,credit_card,1,674.49
ORD00004206,1,credit_card,1,569.91
ORD00004207,1,credit_card,4,1268.57
ORD00004208,1,credit_card,3,1091.67
ORD00004209,1,credit_card,3,90.65
ORD00004210,1,credit_card,1,851.46
ORD00004211,1,credit_card,3,943.4
ORD00004212,1,credit_card,1,378.18
ORD00004213,1,credit_card,5,1179.68
ORD00004214,1,boleto,1,422.85
ORD00004215,1,credit_card,2,322.59
ORD00004216,1,credit_card,5,1250.85
ORD00004217,1,credit_card,6,1016.68
ORD00004218,1,credit_card,2,1495.48
ORD00004219,1,credit_card,2,1242.57
ORD00004220,1,credit_card,1,1073.22
ORD00004221,1,credit_card,5,1060.18
ORD00004222,1,credit_card,3,400.13
ORD00004223,1,credit_card,4,964.69
ORD00004224,1,boleto,1,925.37
ORD00004225,1,credit_card,2,1331.78
ORD00004226,1,boleto,1,383.15
ORD00004227,1,credit_card,3,274.74
ORD00004228,1,credit_card,2,1249.5
ORD00004229,1,boleto,1,688.22
ORD00004230,1,credit_card,2,2396.49
ORD00004231,1,credit_card,1,995.74
ORD00004232,1,credit_card,12,1092.32
ORD00004233,1,boleto,1,2324.83
ORD00004234,1,credit_card,4,96.49
ORD00004235,1,credit_card,2,2303.93
ORD00004236,1,credit_card,12,1271.22
ORD00004237,1,credit_card,8,3103.21
ORD00004238,1,credit_card,4,1069.42
ORD00004239,1,voucher,1,1100.17
ORD00004240,1,credit_card,6,1611.57
ORD00004241,1,credit_card,1,633.32
ORD00004242,1,credit_card,3,772.97
ORD00004243,1,credit_card,4,412.58
ORD00004244,1,credit_card,2,181.83
ORD00004245,1,boleto,1,987.26
ORD00004246,1,boleto,1,1653.42
ORD00004247,1,voucher,1,485.03
ORD00004248,1,credit_card,2,1137.26
ORD00004249,1,credit_card,1,1179.25
ORD00004250,1,boleto,1,497.12
ORD00004251,1,voucher,1,2093.27
ORD00004252,1,boleto,1,1345.24
ORD00004253,1,boleto,1,314.61
ORD00004254,1,credit_card,10,1285.15
ORD00004255,1,credit_card,1,1035.34
ORD00004256,1,credit_card,6,1640.99
ORD00004257,1,credit_card,6,932.83
ORD00004258,1,credit_card,1,621.88
ORD00004259,1,boleto,1,1085.27
ORD00004260,1,boleto,1,772.73
ORD00004261,1,credit_card,12,1085.82
ORD00004262,1,credit_card,2,1837.31
ORD00004263,1,credit_card,8,1365.55
ORD00004264,1,credit_card,4,943.26
ORD00004265,1,credit_card,2,1096.46
ORD00004266,1,credit_card,12,518.35
ORD00004267,1,credit_card,4,808.71
ORD00004268,1,credit_card,3,1615.7
ORD00004269,1,credit_card,1,208.71
ORD00004270,1,boleto,1,497.13
ORD00004271,1,credit_card,6,1023.4
ORD00004272,1,boleto,1,903.35
ORD00004273,1,credit_card,3,1110.86
ORD00004274,1,credit_card,1,466.44
ORD00004275,1,credit_card,2,45.02
ORD00004276,1,voucher,1,1485.63
ORD00004277,1,credit_card,1,669.91
ORD00004278,1,credit_card,1,327.74
ORD00004279,1,boleto,1,2639.04
ORD00004280,1,boleto,1,1010.95
ORD00004281,1,credit_card,8,425.25
ORD00004282,1,boleto,1,689.72
ORD00004283,1,voucher,1,794.16
ORD00004284,1,credit_card,4,381.75
ORD00004285,1,boleto,1,79.64
ORD00004286,1,credit_card,1,89.67
ORD00004287,1,credit_card,10,3399.27
ORD00004288,1,credit_card,3,1266.59
ORD00004289,1,credit_card,5,1699.74
ORD00004290,1,boleto,1,557.21
ORD00004291,1,voucher,1,1453.42
ORD00004292,1,boleto,1,1799.32
ORD00004293,1,debit_card,1,1123.92
ORD00004294,1,credit_card,1,959.62
ORD00004295,1,boleto,1,711.02
ORD00004296,1,credit_card,10,152.42
ORD00004297,1,credit_card,2,273.33
ORD00004298,1,credit_card,4,1077.08
ORD00004299,1,credit_card,3,1361.73
ORD00004300,1,boleto,1,1130.38
ORD00004301,1,credit_card,12,911.75
ORD00004302,1,boleto,1,521.96
ORD00004303,1,credit_card,1,1209.63
ORD00004304,1,boleto,1,1618.19
ORD00004305,1,boleto,1,675.14
ORD00004306,1,credit_card,2,1924.97
ORD00004307,1,credit_card,3,2003.23
ORD00004308,1,boleto,1,1931.4
ORD00004309,1,credit_card,6,1684.92
ORD00004310,1,credit_card,1,601.47
ORD00004311,1,credit_card,1,893.85
ORD00004312,1,credit_card,3,2011.12
ORD00004313,1,credit_card,4,2210.18
ORD00004314,1,credit_card,5,445.31
ORD00004315,1,voucher,1,454.21
ORD00004316,1,credit_card,6,1127.94
ORD00004317,1,boleto,1,867.85
ORD00004318,1,credit_card,3,858.84
ORD00004319,1,voucher,1,1031.72
ORD00004320,1,credit_card,5,1049.41
ORD00004321,1,credit_card,1,801.8
ORD00004322,1,boleto,1,880.39
ORD00004323,1,credit_card,1,1270.77
ORD00004324,1,credit_card,12,1003.23
ORD00004325,1,credit_card,3,1092.75
ORD00004326,1,credit_card,12,378.04
ORD00004327,1,credit_card,1,664.08
ORD00004328,1,credit_card,1,465.82
ORD00004329,1,credit_card,3,790.85
ORD00004330,1,credit_card,1,703.86
ORD00004331,1,credit_card,2,741.64
ORD00004332,1,credit_card,4,1016.07
ORD00004333,1,credit_card,2,432.91
ORD00004334,1,credit_card,1,375.38
ORD00004335,1,credit_card,8,1871.39
ORD00004336,1,credit_card,4,719.66
ORD00004337,1,credit_card,10,1978.03
ORD00004338,1,debit_card,1,1177.08
ORD00004339,1,credit_card,4,332.53
ORD00004340,1,credit_card,1,348.27
ORD00004341,1,credit_card,5,121.05
ORD00004342,1,voucher,1,1097.24
ORD00004343,1,credit_card,3,952.01
ORD00004344,1,credit_card,5,945.6
ORD00004345,1,credit_card,6,783.18
ORD00004346,1,boleto,1,3219.56
ORD00004347,1,credit_card,5,452.03
ORD00004348,1,credit_card,8,748.26
ORD00004349,1,debit_card,1,3027.72
ORD00004350,1,voucher,1,1165.49
ORD00004351,1,voucher,1,273.07
ORD00004352,1,credit_card,3,844.05
ORD00004353,1,credit_card,6,847.71
ORD00004354,1,credit_card,2,3218.59
ORD00004355,1,boleto,1,1926.41
ORD00004356,1,credit_card,8,1802.82
ORD00004357,1,boleto,1,878.14
ORD00004358,1,boleto,1,879.35
ORD00004359,1,boleto,1,733.33
ORD00004360,1,credit_card,5,516.01
ORD00004361,1,credit_card,1,2259.74
ORD00004362,1,credit_card,1,979.19
ORD00004363,1,credit_card,6,1104.23
ORD00004364,1,credit_card,1,898.44
ORD00004365,1,boleto,1,1215.9
ORD00004366,1,credit_card,1,628.8
ORD00004367,1,credit_card,1,1124.86
ORD00004368,1,boleto,1,736.21
ORD00004369,1,credit_card,6,844.91
ORD00004370,1,credit_card,1,1981.06
ORD00004371,1,credit_card,4,1013.32
ORD00004372,1,credit_card,2,2233.5
ORD00004373,1,credit_card,3,384.6
ORD00004374,1,credit_card,6,1161.67
ORD00004375,1,credit_card,1,59.96
ORD00004376,1,credit_card,4,3967.28
ORD00004377,1,credit_card,1,574.14
ORD00004378,1,credit_card,5,1319.39
ORD00004379,1,credit_card,2,1015.73
ORD00004380,1,credit_card,2,345.06
ORD00004381,1,boleto,1,561.77
ORD00004382,1,credit_card,2,406.62
ORD00004383,1,boleto,1,789.59
ORD00004384,1,credit_card,1,244.51
ORD00004385,1,credit_card,1,604.4
ORD00004386,1,credit_card,2,787.91
ORD00004387,1,boleto,1,1710.1
ORD00004388,1,boleto,1,508.16
ORD00004389,1,credit_card,1,1030.1
ORD00004390,1,boleto,1,2597.41
ORD00004391,1,credit_card,6,1453.42
ORD00004392,1,credit_card,4,955.86
ORD00004393,1,credit_card,1,1780.08
ORD00004394,1,credit_card,10,1123.66
ORD00004395,1,credit_card,8,374.85
ORD00004396,1,credit_card,8,2645.98
ORD00004397,1,boleto,1,288.45
ORD00004398,1,credit_card,3,495.0
ORD00004399,1,boleto,1,1555.51
ORD00004400,1,credit_card,1,837.29
ORD00004401,1,credit_card,2,586.28
ORD00004402,1,credit_card,6,2140.75
ORD00004403,1,credit_card,1,409.2
ORD00004404,1,voucher,1,399.33
ORD00004405,1,credit_card,2,168.14
ORD00004406,1,credit_card,1,1243.02
ORD00004407,1,credit_card,1,589.7
ORD00004408,1,voucher,1,215.2
ORD00004409,1,credit_card,1,895.27
ORD00004410,1,boleto,1,245.75
ORD00004411,1,credit_card,1,1341.13
ORD00004412,1,credit_card,8,695.36
ORD00004413,1,boleto,1,813.1
ORD00004414,1,credit_card,1,1076.24
ORD00004415,1,credit_card,1,872.15
ORD00004416,1,credit_card,4,76.11
ORD00004417,1,credit_card,6,2356.29
ORD00004418,1,credit_card,6,921.22
ORD00004419,1,credit_card,3,1153.62
ORD00004420,1,boleto,1,649.21
ORD00004421,1,credit_card,6,723.35
ORD00004422,1,credit_card,3,374.55
ORD00004423,1,credit_card,2,989.98
ORD00004424,1,credit_card,6,459.45
ORD00004425,1,credit_card,4,258.12
ORD00004426,1,boleto,1,1766.1
ORD00004427,1,boleto,1,1046.28
ORD00004428,1,credit_card,1,977.14
ORD00004429,1,credit_card,3,190.05
ORD00004430,1,credit_card,5,1168.01
ORD00004431,1,credit_card,12,615.95
ORD00004432,1,boleto,1,1254.9
ORD00004433,1,credit_card,1,905.2
ORD00004434,1,boleto,1,965.07
ORD00004435,1,credit_card,1,493.36
ORD00004436,1,credit_card,5,850.53
ORD00004437,1,credit_card,1,520.86
ORD00004438,1,credit_card,1,278.3
ORD00004439,1,boleto,1,1618.1
ORD00004440,1,credit_card,1,366.85
ORD00004441,1,credit_card,1,887.87
ORD00004442,1,credit_card,1,419.16
ORD00004443,1,credit_card,5,465.62
ORD00004444,1,boleto,1,1031.18
ORD00004445,1,credit_card,2,616.57
ORD00004446,1,boleto,1,222.85
ORD00004447,1,credit_card,6,601.78
ORD00004448,1,credit_card,4,796.3
ORD00004449,1,boleto,1,1186.74
ORD00004450,1,credit_card,2,662.13
ORD00004451,1,credit_card,1,1954.6
ORD00004452,1,debit_card,1,1098.42
ORD00004453,1,credit_card,2,1051.73
ORD00004454,1,boleto,1,529.18
ORD00004455,1,credit_card,1,809.94
ORD00004456,1,credit_card,10,930.24
ORD00004457,1,boleto,1,1970.33
ORD00004458,1,credit_card,1,2931.01
ORD00004459,1,credit_card,5,427.94
ORD00004460,1,credit_card,2,141.89
ORD00004461,1,credit_card,8,569.8
ORD00004462,1,credit_card,2,499.36
ORD00004463,1,boleto,1,133.65
ORD00004464,1,voucher,1,482.91
ORD00004465,1,credit_card,5,849.72
ORD00004466,1,boleto,1,895.89
ORD00004467,1,credit_card,1,1306.45
ORD00004468,1,credit_card,3,1845.78
ORD00004469,1,boleto,1,139.74
ORD00004470,1,credit_card,6,1226.7
ORD00004471,1,credit_card,5,1135.91
ORD00004472,1,credit_card,2,510.02
ORD00004473,1,boleto,1,1122.91
ORD00004474,1,credit_card,1,1579.1
ORD00004475,1,credit_card,4,426.46
ORD00004476,1,credit_card,8,294.12
ORD00004477,1,voucher,1,668.3
ORD00004478,1,boleto,1,717.37
ORD00004479,1,credit_card,8,1715.53
ORD00004480,1,credit_card,1,1835.79
ORD00004481,1,voucher,1,1163.6
ORD00004482,1,credit_card,5,926.58
ORD00004483,1,credit_card,2,158.09
ORD00004484,1,credit_card,10,797.89
ORD00004485,1,credit_card,12,337.58
ORD00004486,1,boleto,1,1148.96
ORD00004487,1,boleto,1,196.25
ORD00004488,1,credit_card,5,67.54
ORD00004489,1,credit_card,6,526.02
ORD00004490,1,voucher,1,868.84
ORD00004491,1,credit_card,12,1191.4
ORD00004492,1,credit_card,8,1819.41
ORD00004493,1,credit_card,3,1810.84
ORD00004494,1,boleto,1,538.55
ORD00004495,1,boleto,1,1156.23
ORD00004496,1,credit_card,1,715.47
ORD00004497,1,credit_card,1,167.09
ORD00004498,1,credit_card,2,779.78
ORD00004499,1,credit_card,1,157.51
ORD00004500,1,credit_card,1,968.52
ORD00004501,1,credit_card,2,442.72
ORD00004502,1,boleto,1,1163.28
ORD00004503,1,boleto,1,897.98
ORD00004504,1,credit_card,2,452.25
ORD00004505,1,credit_card,1,947.16
ORD00004506,1,boleto,1,968.19
ORD00004507,1,credit_card,6,646.28
ORD00004508,1,credit_card,6,2614.08
ORD00004509,1,credit_card,1,342.88
ORD00004510,1,credit_card,3,506.2
ORD00004511,1,credit_card,1,515.78
ORD00004512,1,credit_card,1,1257.23
ORD00004513,1,credit_card,2,1126.57
ORD00004514,1,credit_card,3,1633.49
ORD00004515,1,credit_card,1,193.57
ORD00004516,1,credit_card,3,1858.69
ORD00004517,1,boleto,1,1433.1
ORD00004518,1,credit_card,2,1189.07
ORD00004519,1,credit_card,10,1087.54
ORD00004520,1,credit_card,5,783.33
ORD00004521,1,credit_card,3,61.26
ORD00004522,1,boleto,1,775.74
ORD00004523,1,credit_card,4,1578.88
ORD00004524,1,credit_card,3,310.0
ORD00004525,1,credit_card,1,318.42
ORD00004526,1,credit_card,3,517.97
ORD00004527,1,credit_card,1,1145.86
ORD00004528,1,boleto,1,745.51
ORD00004529,1,credit_card,1,942.0
ORD00004530,1,credit_card,2,384.75
ORD00004531,1,boleto,1,1164.35
ORD00004532,1,credit_card,2,635.68
ORD00004533,1,credit_card,1,1005.8
ORD00004534,1,voucher,1,980.46
ORD00004535,1,credit_card,5,1175.66
ORD00004536,1,voucher,1,2741.71
ORD00004537,1,credit_card,12,753.83
ORD00004538,1,debit_card,1,710.36
ORD00004539,1,boleto,1,282.93
ORD00004540,1,credit_card,1,222.56
ORD00004541,1,boleto,1,1223.31
ORD00004542,1,credit_card,4,2014.7
ORD00004543,1,credit_card,1,1864.86
ORD00004544,1,credit_card,8,1137.85
ORD00004545,1,credit_card,10,1097.73
ORD00004546,1,boleto,1,311.54
ORD00004547,1,boleto,1,1397.37
ORD00004548,1,boleto,1,992.71
ORD00004549,1,boleto,1,168.2
ORD00004550,1,credit_card,1,771.43
ORD00004551,1,boleto,1,1835.68
ORD00004552,1,credit_card,4,320.42
ORD00004553,1,boleto,1,1892.88
ORD00004554,1,debit_card,1,1132.9
ORD00004555,1,credit_card,4,1081.24
ORD00004556,1,credit_card,3,1157.06
ORD00004557,1,boleto,1,341.3
ORD00004558,1,credit_card,1,1900.35
ORD00004559,1,credit_card,6,202.95
ORD00004560,1,boleto,1,476.63
ORD00004561,1,credit_card,8,1748.95
ORD00004562,1,voucher,1,932.2
ORD00004563,1,voucher,1,1623.63
ORD00004564,1,credit_card,1,957.0
ORD00004565,1,boleto,1,104.74
ORD00004566,1,credit_card,1,1123.35
ORD00004567,1,boleto,1,368.5
ORD00004568,1,credit_card,2,735.31
ORD00004569,1,boleto,1,1399.4
ORD00004570,1,credit_card,1,550.34
ORD00004571,1,credit_card,2,1611.85
ORD00004572,1,boleto,1,778.39
ORD00004573,1,credit_card,5,413.15
ORD00004574,1,boleto,1,354.33
ORD00004575,1,voucher,1,866.06
ORD00004576,1,credit_card,8,2201.87
ORD00004577,1,boleto,1,2250.42
ORD00004578,1,credit_card,4,721.95
ORD00004579,1,credit_card,4,2222.59
ORD00004580,1,credit_card,1,529.9
ORD00004581,1,credit_card,12,862.4
ORD00004582,1,credit_card,4,1785.78
ORD00004583,1,credit_card,4,1040.51
ORD00004584,1,credit_card,10,1158.63
ORD00004585,1,credit_card,4,879.48
ORD00004586,1,boleto,1,826.73
ORD00004587,1,credit_card,5,899.21
ORD00004588,1,credit_card,4,782.08
ORD00004589,1,credit_card,1,156.99
ORD00004590,1,credit_card,6,1640.86
ORD00004591,1,debit_card,1,1746.81
ORD00004592,1,boleto,1,258.25
ORD00004593,1,credit_card,2,837.62
ORD00004594,1,credit_card,2,1140.23
ORD00004595,1,boleto,1,960.66
ORD00004596,1,boleto,1,155.15
ORD00004597,1,credit_card,10,1170.01
ORD00004598,1,boleto,1,860.11
ORD00004599,1,credit_card,3,957.14
ORD00004600,1,credit_card,1,471.32
ORD00004601,1,credit_card,4,364.85
ORD00004602,1,debit_card,1,563.15
ORD00004603,1,boleto,1,749.56
ORD00004604,1,credit_card,1,462.77
ORD00004605,1,credit_card,2,281.73
ORD00004606,1,credit_card,1,1041.01
ORD00004607,1,credit_card,6,1420.62
ORD00004608,1,credit_card,2,662.94
ORD00004609,1,credit_card,12,1448.99
ORD00004610,1,credit_card,2,790.54
ORD00004611,1,credit_card,1,1285.86
ORD00004612,1,credit_card,6,764.31
ORD00004613,1,credit_card,1,1116.1
ORD00004614,1,credit_card,8,483.5
ORD00004615,1,credit_card,4,260.16
ORD00004616,1,credit_card,6,1903.77
ORD00004617,1,credit_card,1,948.73
ORD00004618,1,credit_card,1,1507.21
ORD00004619,1,voucher,1,102.0
ORD00004620,1,credit_card,1,517.17
ORD00004621,1,credit_card,1,1155.01
ORD00004622,1,credit_card,4,1471.73
ORD00004623,1,credit_card,3,1182.96
ORD00004624,1,credit_card,1,626.69
ORD00004625,1,credit_card,5,1072.29
ORD00004626,1,boleto,1,686.26
ORD00004627,1,boleto,1,3611.03
ORD00004628,1,credit_card,5,124.52
ORD00004629,1,credit_card,1,784.64
ORD00004630,1,boleto,1,962.98
ORD00004631,1,credit_card,8,571.16
ORD00004632,1,voucher,1,230.36
ORD00004633,1,credit_card,10,455.47
ORD00004634,1,boleto,1,937.22
ORD00004635,1,credit_card,12,1961.4
ORD00004636,1,credit_card,5,218.23
ORD00004637,1,credit_card,2,475.19
ORD00004638,1,credit_card,1,2061.16
ORD00004639,1,debit_card,1,1278.8
ORD00004640,1,credit_card,1,1106.9
ORD00004641,1,credit_card,6,878.54
ORD00004642,1,boleto,1,1112.33
ORD00004643,1,credit_card,4,617.04
ORD00004644,1,credit_card,10,540.85
ORD00004645,1,credit_card,1,482.42
ORD00004646,1,boleto,1,1225.68
ORD00004647,1,voucher,1,1157.53
ORD00004648,1,boleto,1,299.48
ORD00004649,1,boleto,1,583.15
ORD00004650,1,voucher,1,1158.3
ORD00004651,1,credit_card,8,950.0
ORD00004652,1,credit_card,1,1200.55
ORD00004653,1,boleto,1,403.39
ORD00004654,1,credit_card,1,1618.69
ORD00004655,1,credit_card,3,380.57
ORD00004656,1,boleto,1,375.9
ORD00004657,1,voucher,1,1071.51
ORD00004658,1,credit_card,2,1033.8
ORD00004659,1,credit_card,4,580.48
ORD00004660,1,credit_card,5,300.65
ORD00004661,1,credit_card,1,896.68
ORD00004662,1,credit_card,1,801.09
ORD00004663,1,credit_card,2,897.44
ORD00004664,1,credit_card,1,807.65
ORD00004665,1,credit_card,1,175.45
ORD00004666,1,boleto,1,247.01
ORD00004667,1,credit_card,8,1138.64
ORD00004668,1,credit_card,8,934.41
ORD00004669,1,credit_card,1,487.16
ORD00004670,1,credit_card,1,472.39
ORD00004671,1,voucher,1,622.03
ORD00004672,1,credit_card,10,1100.22
ORD00004673,1,voucher,1,620.79
ORD00004674,1,boleto,1,3476.1
ORD00004675,1,credit_card,1,1125.36
ORD00004676,1,credit_card,12,1964.15
ORD00004677,1,boleto,1,961.33
ORD00004678,1,credit_card,1,1133.52
ORD00004679,1,credit_card,3,1975.65
ORD00004680,1,credit_card,3,1227.24
ORD00004681,1,credit_card,10,956.36
ORD00004682,1,credit_card,1,3237.84
ORD00004683,1,debit_card,1,1146.34
ORD00004684,1,credit_card,3,1110.2
ORD00004685,1,boleto,1,544.19
ORD00004686,1,credit_card,1,771.59
ORD00004687,1,credit_card,2,763.14
ORD00004688,1,credit_card,1,1194.05
ORD00004689,1,voucher,1,2476.06
ORD00004690,1,credit_card,3,620.67
ORD00004691,1,credit_card,3,949.08
ORD00004692,1,credit_card,5,968.53
ORD00004693,1,boleto,1,578.94
ORD00004694,1,credit_card,1,931.48
ORD00004695,1,credit_card,3,898.13
ORD00004696,1,credit_card,6,2612.55
ORD00004697,1,credit_card,1,625.45
ORD00004698,1,credit_card,5,91.41
ORD00004699,1,credit_card,1,609.04
ORD00004700,1,credit_card,12,1217.6
ORD00004701,1,credit_card,1,1907.42
ORD00004702,1,credit_card,1,347.87
ORD00004703,1,boleto,1,167.83
ORD00004704,1,credit_card,4,1171.68
ORD00004705,1,credit_card,5,1158.34
ORD00004706,1,credit_card,5,1215.5
ORD00004707,1,voucher,1,559.47
ORD00004708,1,credit_card,1,1059.59
ORD00004709,1,credit_card,12,488.45
ORD00004710,1,credit_card,2,3217.15
ORD00004711,1,credit_card,1,597.88
ORD00004712,1,credit_card,12,1756.47
ORD00004713,1,credit_card,6,1192.94
ORD00004714,1,credit_card,2,446.09
ORD00004715,1,credit_card,2,120.13
ORD00004716,1,credit_card,1,463.17
ORD00004717,1,credit_card,6,1751.78
ORD00004718,1,credit_card,2,722.75
ORD00004719,1,credit_card,3,1958.04
ORD00004720,1,credit_card,12,968.16
ORD00004721,1,credit_card,1,743.66
ORD00004722,1,credit_card,3,657.21
ORD00004723,1,credit_card,3,360.42
ORD00004724,1,credit_card,3,742.24
ORD00004725,1,boleto,1,887.12
ORD00004726,1,voucher,1,1966.35
ORD00004727,1,credit_card,1,1088.27
ORD00004728,1,credit_card,1,1580.48
ORD00004729,1,credit_card,2,637.27
ORD00004730,1,credit_card,4,178.83
ORD00004731,1,boleto,1,694.65
ORD00004732,1,credit_card,2,295.1
ORD00004733,1,credit_card,2,2116.19
ORD00004734,1,credit_card,2,575.75
ORD00004735,1,credit_card,8,875.82
ORD00004736,1,credit_card,3,465.21
ORD00004737,1,credit_card,1,1143.47
ORD00004738,1,credit_card,1,1033.98
ORD00004739,1,credit_card,1,1627.73
ORD00004740,1,credit_card,1,2048.34
ORD00004741,1,boleto,1,1073.37
ORD00004742,1,credit_card,5,1298.06
ORD00004743,1,credit_card,1,1179.08
ORD00004744,1,credit_card,2,455.46
ORD00004745,1,credit_card,5,590.83
ORD00004746,1,credit_card,12,1106.23
ORD00004747,1,credit_card,3,848.79
ORD00004748,1,credit_card,1,1031.29
ORD00004749,1,debit_card,1,657.87
ORD00004750,1,boleto,1,251.77
ORD00004751,1,credit_card,12,769.71
ORD00004752,1,credit_card,1,212.58
ORD00004753,1,credit_card,10,908.29
ORD00004754,1,credit_card,1,3223.18
ORD00004755,1,boleto,1,1080.04
ORD00004756,1,credit_card,12,118.82
ORD00004757,1,credit_card,1,395.64
ORD00004758,1,boleto,1,1004.79
ORD00004759,1,credit_card,2,1104.55
ORD00004760,1,credit_card,5,1199.92
ORD00004761,1,credit_card,1,828.75
ORD00004762,1,credit_card,4,957.46
ORD00004763,1,credit_card,5,1328.26
ORD00004764,1,credit_card,1,597.18
ORD00004765,1,credit_card,1,2284.63
ORD00004766,1,credit_card,1,139.69
ORD00004767,1,boleto,1,1109.35
ORD00004768,1,debit_card,1,1170.42
ORD00004769,1,credit_card,3,566.5
ORD00004770,1,credit_card,12,273.7
ORD00004771,1,boleto,1,734.42
ORD00004772,1,credit_card,1,1987.67
ORD00004773,1,credit_card,1,477.05
ORD00004774,1,credit_card,4,1172.75
ORD00004775,1,credit_card,3,912.67
ORD00004776,1,credit_card,5,546.3
ORD00004777,1,credit_card,4,375.91
ORD00004778,1,credit_card,3,112.45
ORD00004779,1,credit_card,3,312.05
ORD00004780,1,credit_card,1,837.82
ORD00004781,1,credit_card,1,1247.12
ORD00004782,1,credit_card,2,2026.7
ORD00004783,1,boleto,1,975.05
ORD00004784,1,credit_card,1,684.22
ORD00004785,1,boleto,1,807.91
ORD00004786,1,credit_card,1,597.71
ORD00004787,1,credit_card,6,406.46
ORD00004788,1,credit_card,3,1124.94
ORD00004789,1,credit_card,1,1271.32
ORD00004790,1,credit_card,2,2086.76
ORD00004791,1,credit_card,1,393.41
ORD00004792,1,voucher,1,881.13
ORD00004793,1,boleto,1,164.62
ORD00004794,1,credit_card,1,1197.57
ORD00004795,1,credit_card,2,240.52
ORD00004796,1,credit_card,1,982.09
ORD00004797,1,credit_card,4,1075.87
ORD00004798,1,credit_card,12,1050.67
ORD00004799,1,credit_card,5,1951.13
ORD00004800,1,credit_card,1,239.24
ORD00004801,1,credit_card,1,1342.67
ORD00004802,1,credit_card,4,400.47
ORD00004803,1,debit_card,1,1130.58
ORD00004804,1,credit_card,1,884.31
ORD00004805,1,credit_card,4,408.52
ORD00004806,1,credit_card,8,612.68
ORD00004807,1,credit_card,1,599.72
ORD00004808,1,voucher,1,274.23
ORD00004809,1,credit_card,6,1512.12
ORD00004810,1,debit_card,1,370.73
ORD00004811,1,credit_card,1,2735.13
ORD00004812,1,boleto,1,139.32
ORD00004813,1,credit_card,1,402.17
ORD00004814,1,voucher,1,764.3
ORD00004815,1,credit_card,2,627.49
ORD00004816,1,credit_card,12,1011.51
ORD00004817,1,credit_card,3,2242.29
ORD00004818,1,boleto,1,1082.86
ORD00004819,1,boleto,1,379.4
ORD00004820,1,credit_card,1,559.09
ORD00004821,1,credit_card,8,538.79
ORD00004822,1,credit_card,8,393.63
ORD00004823,1,credit_card,2,1092.42
ORD00004824,1,boleto,1,1108.2
ORD00004825,1,credit_card,6,481.14
ORD00004826,1,credit_card,3,1684.23
ORD00004827,1,credit_card,10,1247.02
ORD00004828,1,boleto,1,655.7
ORD00004829,1,credit_card,2,700.71
ORD00004830,1,credit_card,3,1802.73
ORD00004831,1,voucher,1,1204.32
ORD00004832,1,credit_card,10,1216.84
ORD00004833,1,boleto,1,927.69
ORD00004834,1,credit_card,6,568.73
ORD00004835,1,credit_card,1,1098.54
ORD00004836,1,boleto,1,186.09
ORD00004837,1,boleto,1,933.44
ORD00004838,1,credit_card,1,1377.46
ORD00004839,1,credit_card,1,386.47
ORD00004840,1,credit_card,6,1000.69
ORD00004841,1,credit_card,1,1278.87
ORD00004842,1,credit_card,12,721.01
ORD00004843,1,boleto,1,956.15
ORD00004844,1,boleto,1,3061.74
ORD00004845,1,credit_card,12,1949.45
ORD00004846,1,credit_card,3,632.62
ORD00004847,1,credit_card,4,696.72
ORD00004848,1,credit_card,1,1071.11
ORD00004849,1,credit_card,1,220.49
ORD00004850,1,boleto,1,624.18
ORD00004851,1,credit_card,1,1077.74
ORD00004852,1,credit_card,10,604.7
ORD00004853,1,credit_card,1,1036.5
ORD00004854,1,credit_card,1,213.21
ORD00004855,1,boleto,1,618.62
ORD00004856,1,credit_card,5,226.54
ORD00004857,1,boleto,1,746.79
ORD00004858,1,credit_card,2,816.39
ORD00004859,1,credit_card,10,2491.46
ORD00004860,1,boleto,1,2365.46
ORD00004861,1,credit_card,2,1191.67
ORD00004862,1,credit_card,1,825.37
ORD00004863,1,credit_card,12,447.52
ORD00004864,1,credit_card,4,1221.37
ORD00004865,1,credit_card,2,777.05
ORD00004866,1,credit_card,8,391.43
ORD00004867,1,credit_card,1,71.54
ORD00004868,1,credit_card,1,1264.53
ORD00004869,1,credit_card,10,357.48
ORD00004870,1,credit_card,12,2763.75
ORD00004871,1,credit_card,4,752.34
ORD00004872,1,credit_card,3,221.2
ORD00004873,1,credit_card,8,2039.17
ORD00004874,1,credit_card,4,1567.17
ORD00004875,1,credit_card,3,1177.01
ORD00004876,1,credit_card,1,604.19
ORD00004877,1,credit_card,5,1313.6
ORD00004878,1,credit_card,8,759.85
ORD00004879,1,credit_card,6,804.36
ORD00004880,1,debit_card,1,2171.49
ORD00004881,1,credit_card,3,670.8
ORD00004882,1,credit_card,2,530.14
ORD00004883,1,credit_card,4,1682.69
ORD00004884,1,credit_card,2,381.43
ORD00004885,1,credit_card,2,296.01
ORD00004886,1,credit_card,2,1207.76
ORD00004887,1,credit_card,3,383.64
ORD00004888,1,credit_card,3,1162.97
ORD00004889,1,credit_card,12,1006.06
ORD00004890,1,credit_card,8,436.43
ORD00004891,1,credit_card,5,477.7
ORD00004892,1,credit_card,1,227.52
ORD00004893,1,credit_card,10,595.64
